VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-01-25 04:04:00,2015-01-25 04:28:00,1,11.63,-74.019803,40.737641,1,N,-74.019284,40.728897,2,33.86,0.5,0.5,4.96,5.0,0.3,45.12
2,2015-01-07 00:32:00,2015-01-07 00:37:00,1,7.3,-74.005703,40.751239,1,N,-74.02428,40.771012,1,22.0,0.0,0.5,0.84,0.0,0.3,23.64
1,2015-01-13 23:17:00,2015-01-14 00:15:00,2,13.67,-73.979051,40.744418,1,Y,-73.967929,40.742848,5,39.27,0.0,0.5,7.75,0.0,0.3,47.82
1,2015-01-22 00:03:00,2015-01-22 01:57:00,3,5.71,-73.972163,40.786292,1,N,-73.987288,40.767023,2,19.62,0.0,0.5,3.89,10.0,0.3,34.31
2,2015-01-17 23:46:00,2015-01-18 01:01:00,5,6.18,-73.997545,40.755555,1,N,-73.997827,40.748761,1,19.63,1.0,0.5,0.24,0.0,0.3,21.67
1,2015-01-17 05:13:00,2015-01-17 06:44:00,1,2.89,-74.000286,40.778316,1,N,-74.01268,40.791166,1,13.57,0.0,0.5,2.59,0.0,0.3,16.96
2,2015-01-21 15:43:00,2015-01-21 16:48:00,3,2.75,-73.962058,40.721229,1,N,-73.942826,40.725466,1,15.25,1.0,0.5,2.9,0.0,0.3,19.95
2,2015-01-16 06:31:00,2015-01-16 06:54:00,1,9.22,-73.935888,40.719427,1,N,-73.934006,40.702925,1,31.35,0.0,0.5,0.25,0.0,0.3,32.4
1,2015-01-07 14:43:00,2015-01-07 15:14:00,5,3.99,-73.977721,40.70431,1,N,-73.993373,40.72356,1,13.9,0.5,0.5,0.95,0.0,0.3,16.15
1,2015-01-23 01:32:00,2015-01-23 02:17:00,1,16.61,-73.956267,40.774572,1,N,-73.950841,40.76881,1,48.48,0.0,0.5,7.9,0.0,0.3,57.18
1,2015-01-17 00:09:00,2015-01-17 02:08:00,6,13.03,-73.991502,40.72999,1,N,-73.99274,40.742027,1,38.6,0.0,0.5,6.82,0.0,0.3,46.22
1,2015-01-23 21:25:00,2015-01-23 23:06:00,5,7.53,-73.917561,40.772529,1,N,-73.915803,40.761793,2,19.69,0.0,0.5,0.97,5.0,0.3,26.46
1,2015-01-04 16:16:00,2015-01-04 17:10:00,5,14.96,-73.9041,40.720579,1,N,-73.916282,40.707229,2,42.87,0.0,0.5,3.19,0.0,0.3,46.86
1,2015-01-31 03:17:00,2015-01-31 03:41:00,4,1.56,-73.950025,40.757897,1,N,-73.933256,40.754847,1,7.05,1.0,0.5,0.63,0.0,0.3,9.48
1,2015-01-02 00:41:00,2015-01-02 01:04:00,1,16.33,-73.951725,40.776217,1,N,-73.939968,40.793857,1,44.24,0.5,0.5,7.12,5.0,0.3,57.66
2,2015-01-30 00:48:00,2015-01-30 01:17:00,6,9.28,-73.971775,40.767376,1,N,-73.9618,40.769203,1,30.69,0.0,0.5,4.6,0.0,0.3,36.09
2,2015-01-31 02:51:00,2015-01-31 04:03:00,2,8.83,-73.934185,40.795713,1,N,-73.944098,40.793583,1,26.82,0.0,0.5,0.01,0.0,0.3,27.63
1,2015-01-09 22:14:00,2015-01-09 23:35:00,6,11.24,-73.940403,40.78391,1,N,-73.929613,40.802926,1,29.63,0.0,0.5,3.84,0.0,0.3,34.27
2,2015-01-04 21:17:00,2015-01-04 21:33:00,3,6.85,-73.918947,40.761413,1,N,-73.935422,40.772485,2,19.05,0.0,0.5,1.64,0.0,0.3,21.49
1,2015-01-23 20:36:00,2015-01-23 20:49:00,1,4.63,-73.943761,40.719649,1,N,-73.937084,40.717065,3,11.99,0.5,0.5,2.23,0.0,0.3,15.52
2,2015-01-14 01:40:00,2015-01-14 01:54:00,4,6.4,-73.93287,40.71213,1,N,-73.924399,40.728065,1,21.33,0.0,0.5,0.52,0.0,0.3,22.65
1,2015-01-06 07:50:00,2015-01-06 08:05:00,4,10.05,-73.945194,40.760247,1,N,-73.932987,40.747678,1,30.41,0.0,0.5,4.0,0.0,0.3,35.21
1,2015-01-21 21:20:00,2015-01-21 23:12:00,2,18.49,-73.97836,40.793287,1,Y,-73.979369,40.78674,2,51.25,0.0,0.5,5.67,0.0,0.3,57.72
1,2015-01-24 18:09:00,2015-01-24 19:25:00,3,5.99,-73.979528,40.71796,1,N,-73.981255,40.731787,1,19.54,0.0,0.5,3.24,0.0,0.3,23.58
1,2015-01-10 10:22:00,2015-01-10 12:04:00,1,7.97,-73.971723,40.742495,1,N,-73.974855,40.724092,1,27.11,0.0,0.5,3.1,0.0,0.3,31.01
2,2015-01-24 07:29:00,2015-01-24 08:17:00,4,19.87,-73.992237,40.740424,1,N,-73.991549,40.754351,1,58.36,0.0,0.5,2.35,0.0,0.3,61.51
2,2015-01-16 00:11:00,2015-01-16 00:39:00,6,3.85,-73.969704,40.71133,1,N,-73.980891,40.711942,1,15.1,0.5,0.5,2.74,0.0,0.3,19.14
2,2015-01-18 12:36:00,2015-01-18 14:06:00,6,8.18,-73.93661,40.701055,1,N,-73.921416,40.707002,2,28.97,0.0,0.5,0.76,0.0,0.3,30.53
2,2015-01-10 23:06:00,2015-01-10 23:50:00,1,12.7,-73.971715,40.729801,1,N,-73.953947,40.749621,1,33.29,0.0,0.5,2.95,5.0,0.3,42.04
2,2015-01-13 22:58:00,2015-01-13 23:18:00,1,16.85,-73.978976,40.79858,1,N,-73.986904,40.780076,1,50.22,0.0,0.5,6.37,0.0,0.3,57.39
1,2015-01-03 04:33:00,2015-01-03 06:27:00,2,10.02,-73.997568,40.744527,1,N,-74.008962,40.749626,2,33.18,1.0,0.5,0.22,0.0,0.3,35.2
2,2015-01-15 04:28:00,2015-01-15 05:55:00,4,19.11,-73.990929,40.720349,3,N,-73.978856,40.71773,2,56.97,0.0,0.5,10.8,0.0,0.3,68.57
2,2015-01-23 01:40:00,2015-01-23 03:02:00,4,9.17,-73.972749,40.760821,1,N,-73.977975,40.767371,1,30.35,1.0,0.5,5.25,0.0,0.3,37.4
2,2015-01-22 06:25:00,2015-01-22 07:18:00,2,2.01,-73.979327,40.779566,1,N,-73.967431,40.779884,2,7.85,0.0,0.5,0.81,5.0,0.3,14.46
2,2015-01-17 15:56:00,2015-01-17 17:51:00,4,18.81,-73.933916,40.744356,1,N,-73.919371,40.764229,1,49.97,0.0,0.5,0.3,0.0,0.3,51.07
1,2015-01-12 22:53:00,2015-01-12 23:50:00,2,6.57,-74.012535,40.78227,1,N,-74.007933,40.769297,1,20.45,0.5,0.5,3.98,0.0,0.3,25.73
1,2015-01-25 11:52:00,2015-01-25 13:04:00,5,0.64,-73.974898,40.782054,1,N,-73.984708,40.77613,2,6.17,0.0,0.5,0.15,10.0,0.3,17.12
2,2015-01-14 20:29:00,2015-01-14 21:58:00,5,0.88,-74.010494,40.704706,1,N,-74.018884,40.707183,1,4.09,0.0,0.5,0.46,0.0,0.3,5.35
1,2015-01-04 11:09:00,2015-01-04 12:48:00,6,7.05,-73.913509,40.789393,1,N,-73.922361,40.807748,1,23.77,0.0,0.5,1.34,0.0,0.3,25.91
1,2015-01-01 00:44:00,2015-01-01 00:51:00,6,9.23,-73.921529,40.739227,1,N,-73.936914,40.754014,1,30.37,0.5,0.5,2.39,0.0,0.3,34.06
2,2015-01-17 22:08:00,2015-01-17 23:33:00,2,13.75,-73.944974,40.793764,1,N,-73.964012,40.79513,1,40.09,0.5,0.5,1.71,5.0,0.3,48.1
2,2015-01-22 06:16:00,2015-01-22 06:59:00,4,19.56,-73.971323,40.716916,1,N,-73.969571,40.724715,1,57.43,1.0,0.5,7.02,0.0,0.3,66.25
2,2015-01-24 10:34:00,2015-01-24 11:01:00,4,8.92,-73.973858,40.734696,1,N,-73.980175,40.747095,1,30.12,0.0,0.5,3.04,0.0,0.3,33.96
1,2015-01-27 06:59:00,2015-01-27 08:29:00,1,11.64,-73.966538,40.796697,1,N,-73.963214,40.805417,1,37.73,0.0,0.5,3.46,0.0,0.3,41.99
2,2015-01-27 08:45:00,2015-01-27 10:01:00,4,5.33,-73.903992,40.795814,1,N,-73.917567,40.782735,1,16.8,0.0,0.5,0.77,0.0,0.3,18.37
2,2015-01-15 23:24:00,2015-01-15 23:29:00,6,19.0,-73.930324,40.704791,1,N,-73.91915,40.705691,1,54.6,0.5,0.5,4.42,0.0,0.3,60.32
2,2015-01-19 22:38:00,2015-01-19 23:16:00,6,14.92,-74.012309,40.759614,1,N,-74.019922,40.777127,1,39.41,0.0,0.5,0.54,0.0,0.3,40.75
1,2015-01-17 06:12:00,2015-01-17 07:22:00,2,5.16,-74.004923,40.728973,1,N,-74.01935,40.743622,2,15.02,0.0,0.5,1.34,0.0,0.3,17.16
1,2015-01-16 21:34:00,2015-01-16 23:13:00,3,2.28,-73.987865,40.743223,1,N,-73.998569,40.748648,6,13.18,0.5,0.5,0.6,0.0,0.3,15.08
2,2015-01-27 21:46:00,2015-01-27 23:37:00,5,9.2,-73.922605,40.729392,1,N,-73.918217,40.745996,1,30.28,0.5,0.5,3.44,0.0,0.3,35.02
2,2015-01-03 23:04:00,2015-01-04 00:38:00,3,11.6,-73.950482,40.7889,1,N,-73.950802,40.781309,1,35.32,0.0,0.5,2.28,0.0,0.3,38.4
2,2015-01-25 11:06:00,2015-01-25 11:49:00,6,14.3,-73.908671,40.78677,1,N,-73.924112,40.792527,2,36.81,0.0,0.5,4.76,0.0,0.3,42.37
2,2015-01-15 04:38:00,2015-01-15 05:00:00,2,8.98,-73.943324,40.708145,1,N,-73.954511,40.692273,1,25.38,0.0,0.5,2.66,0.0,0.3,28.84
2,2015-01-16 04:54:00,2015-01-16 06:30:00,5,12.71,-73.91584,40.782819,1,N,-73.930414,40.773221,1,32.52,1.0,0.5,3.97,5.0,0.3,43.29
2,2015-01-26 15:30:00,2015-01-26 15:53:00,6,12.96,-73.93169,40.72751,1,N,-73.914463,40.708496,1,35.82,0.5,0.5,5.99,10.0,0.3,53.11
1,2015-01-14 01:26:00,2015-01-14 02:06:00,4,13.12,-73.921379,40.764631,4,N,-73.923814,40.746229,1,34.09,0.5,0.5,4.78,0.0,0.3,40.17
2,2015-01-05 08:01:00,2015-01-05 08:39:00,5,13.0,-73.963717,40.792856,1,N,-73.969315,40.79197,1,35.62,0.0,0.5,4.72,0.0,0.3,41.14
1,2015-01-12 07:04:00,2015-01-12 07:23:00,5,12.15,-73.941339,40.70398,1,N,-73.95826,40.71081,2,39.08,0.0,0.5,3.29,5.0,0.3,48.17
1,2015-01-11 07:07:00,2015-01-11 08:48:00,5,2.49,-73.953932,40.719249,1,Y,-73.940182,40.716771,1,15.33,0.0,0.5,0.28,0.0,0.3,16.41
2,2015-01-29 21:15:00,2015-01-29 21:55:00,5,1.61,-73.997412,40.718425,1,Y,-73.994501,40.731205,1,9.91,0.0,0.5,1.18,0.0,0.3,11.89
2,2015-01-26 18:48:00,2015-01-26 19:35:00,4,13.9,-73.919392,40.771562,1,N,-73.92716,40.781932,1,43.67,0.0,0.5,4.48,0.0,0.3,48.95
2,2015-01-29 02:05:00,2015-01-29 03:07:00,6,14.21,-73.945806,40.778146,1,N,-73.95436,40.783764,1,43.88,1.0,0.5,0.29,0.0,0.3,45.97
1,2015-01-15 02:45:00,2015-01-15 03:44:00,2,10.14,-73.998893,40.723538,1,N,-73.982422,40.709403,1,34.5,0.0,0.5,1.08,0.0,0.3,36.38
2,2015-01-11 00:14:00,2015-01-11 01:48:00,2,8.41,-73.982864,40.744797,1,N,-73.980281,40.73489,2,30.86,0.0,0.5,5.53,0.0,0.3,37.19
1,2015-01-15 01:40:00,2015-01-15 02:55:00,1,13.84,-73.99323,40.754567,1,N,-73.980497,40.747994,1,36.5,0.0,0.5,3.75,0.0,0.3,41.05
2,2015-01-19 21:23:00,2015-01-19 23:14:00,5,11.13,-73.931963,40.784002,1,N,-73.937327,40.773178,1,28.69,0.0,0.5,0.1,0.0,0.3,29.59
2,2015-01-26 20:16:00,2015-01-26 21:40:00,4,8.78,-73.958738,40.714059,1,N,-73.951311,40.70311,1,25.38,1.0,0.5,1.4,0.0,0.3,28.58
1,2015-01-27 04:17:00,2015-01-27 04:37:00,1,4.75,-73.966198,40.748924,1,N,-73.948579,40.767037,1,12.65,0.0,0.5,1.2,5.0,0.3,19.65
2,2015-01-30 17:13:00,2015-01-30 17:42:00,2,1.05,-73.989142,40.771939,1,N,-73.99974,40.77803,1,6.37,0.0,0.5,0.14,0.0,0.3,7.31
2,2015-01-18 19:57:00,2015-01-18 21:53:00,4,5.67,-73.900078,40.721143,1,N,-73.888274,40.706573,4,20.81,1.0,0.5,0.68,0.0,0.3,23.29
2,2015-01-30 17:11:00,2015-01-30 17:44:00,3,2.22,-73.922085,40.737832,1,N,-73.935424,40.757279,2,8.98,0.0,0.5,0.13,0.0,0.3,9.91
2,2015-01-31 11:46:00,2015-01-31 11:52:00,3,9.92,-73.990755,40.730589,1,N,-73.990754,40.715702,1,25.43,0.0,0.5,0.18,0.0,0.3,26.41
1,2015-01-24 20:05:00,2015-01-24 20:52:00,2,16.37,-73.973165,40.789102,1,N,-73.989422,40.769769,2,48.06,0.0,0.5,2.03,0.0,0.3,50.89
1,2015-01-28 07:33:00,2015-01-28 08:34:00,3,14.49,-73.90491,40.719235,1,Y,-73.901446,40.71745,1,42.87,0.0,0.5,3.62,0.0,0.3,47.29
1,2015-01-19 04:18:00,2015-01-19 05:59:00,2,11.97,-73.992038,40.781314,1,N,-73.995413,40.771646,2,32.04,0.0,0.5,2.87,0.0,0.3,35.71
2,2015-01-18 20:29:00,2015-01-18 20:59:00,2,9.86,-73.976951,40.799565,1,N,-73.978906,40.808312,1,29.52,0.0,0.5,1.14,0.0,0.3,31.46
1,2015-01-29 05:13:00,2015-01-29 05:39:00,2,18.73,-73.964416,40.748683,1,N,-73.977151,40.740779,1,53.2,0.0,0.5,9.08,5.0,0.3,68.08
2,2015-01-26 01:34:00,2015-01-26 03:20:00,1,17.18,-73.974154,40.702823,1,N,-73.981896,40.721311,3,46.53,0.0,0.5,4.46,10.0,0.3,61.79
2,2015-01-28 17:11:00,2015-01-28 18:32:00,4,8.43,-73.958901,40.702467,6,N,-73.945075,40.707878,1,23.29,0.0,0.5,4.31,0.0,0.3,28.4
1,2015-01-17 18:01:00,2015-01-17 18:29:00,2,16.6,-74.019149,40.768025,1,N,-74.037355,40.772927,1,42.96,0.0,0.5,6.61,5.0,0.3,55.37
1,2015-01-21 09:58:00,2015-01-21 11:12:00,2,2.07,-73.957572,40.703711,1,N,-73.94592,40.691748,2,11.91,1.0,0.5,0.69,10.0,0.3,24.4
2,2015-01-03 16:01:00,2015-01-03 17:33:00,3,8.29,-73.904209,40.727354,1,Y,-73.901534,40.744645,1,30.56,0.5,0.5,0.08,0.0,0.3,31.94
1,2015-01-29 19:37:00,2015-01-29 20:01:00,3,15.42,-73.937868,40.750322,1,N,-73.922972,40.754847,1,43.4,1.0,0.5,4.5,0.0,0.3,49.7
2,2015-01-22 06:12:00,2015-01-22 07:13:00,6,19.59,-73.923557,40.781782,1,N,-73.916786,40.794383,1,53.99,0.0,0.5,0.01,10.0,0.3,64.8
2,2015-01-30 23:47:00,2015-01-31 00:38:00,3,0.81,-73.9663,40.710189,1,N,-73.982434,40.701156,1,8.19,0.5,0.5,1.31,0.0,0.3,10.8
2,2015-01-04 04:59:00,2015-01-04 05:58:00,1,14.16,-73.968695,40.716086,1,N,-73.969713,40.710546,1,42.98,0.0,0.5,5.02,0.0,0.3,48.8
2,2015-01-24 12:17:00,2015-01-24 12:44:00,5,11.31,-73.979367,40.705543,1,N,-73.963033,40.709726,1,34.15,0.0,0.5,6.68,0.0,0.3,41.63
2,2015-01-11 15:25:00,2015-01-11 16:30:00,6,1.19,-73.964719,40.730709,1,N,-73.946099,40.725803,1,6.2,0.0,0.5,0.57,0.0,0.3,7.57
1,2015-01-02 08:27:00,2015-01-02 09:24:00,5,15.63,-74.017462,40.741893,1,N,-74.035371,40.755995,1,42.46,1.0,0.5,2.99,0.0,0.3,47.25
1,2015-01-24 09:31:00,2015-01-24 09:52:00,6,2.91,-73.957695,40.723437,1,N,-73.976309,40.708526,2,8.51,0.0,0.5,0.77,0.0,0.3,10.08
1,2015-01-22 09:21:00,2015-01-22 10:48:00,4,7.98,-73.99575,40.711007,1,N,-73.992225,40.717686,1,28.31,1.0,0.5,1.1,0.0,0.3,31.21
2,2015-01-20 14:51:00,2015-01-20 14:59:00,2,17.06,-73.936074,40.711201,1,N,-73.924747,40.697926,1,47.99,0.0,0.5,6.0,5.0,0.3,59.79
1,2015-01-31 11:11:00,2015-01-31 12:22:00,2,4.15,-74.013961,40.706291,1,N,-74.000518,40.692482,1,10.71,0.0,0.5,0.8,0.0,0.3,12.31
1,2015-01-14 07:08:00,2015-01-14 09:07:00,1,6.4,-73.952018,40.764954,1,N,-73.950938,40.767418,1,20.6,0.0,0.5,1.31,0.0,0.3,22.71
2,2015-01-17 06:29:00,2015-01-17 07:01:00,6,0.81,-73.973258,40.724106,1,N,-73.98922,40.712067,6,5.62,0.0,0.5,0.72,0.0,0.3,7.14
1,2015-01-18 11:11:00,2015-01-18 12:12:00,6,0.52,-73.905392,40.761093,1,N,-73.888326,40.76044,1,10.25,0.5,0.5,1.4,5.0,0.3,17.95
1,2015-01-21 07:03:00,2015-01-21 08:38:00,2,5.72,-73.908201,40.710484,1,N,-73.899912,40.698099,1,19.51,0.0,0.5,2.45,0.0,0.3,22.76
1,2015-01-04 09:17:00,2015-01-04 11:09:00,2,18.27,-73.973171,40.757856,3,N,-73.979005,40.754636,1,51.22,0.0,0.5,2.21,0.0,0.3,54.23
2,2015-01-19 08:47:00,2015-01-19 10:46:00,1,16.05,-73.947194,40.716679,1,N,-73.953695,40.697402,1,47.33,0.0,0.5,5.86,0.0,0.3,53.99
1,2015-01-15 13:32:00,2015-01-15 15:28:00,2,3.55,-74.005542,40.785154,1,N,-74.011904,40.801134,2,18.63,0.0,0.5,2.48,0.0,0.3,21.91
1,2015-01-10 01:43:00,2015-01-10 02:42:00,5,12.33,-73.92699,40.762194,1,N,-73.918446,40.750494,1,39.33,1.0,0.5,3.4,10.0,0.3,54.53
1,2015-01-02 08:55:00,2015-01-02 10:26:00,3,6.73,-73.973268,40.79517,1,N,-73.964286,40.787631,2,25.52,0.0,0.5,2.48,0.0,0.3,28.8
1,2015-01-06 07:53:00,2015-01-06 08:34:00,1,10.76,-73.974857,40.736734,1,N,-73.98408,40.727835,2,34.98,0.5,0.5,4.04,0.0,0.3,40.32
2,2015-01-10 05:55:00,2015-01-10 07:54:00,1,7.51,-73.958859,40.754575,2,N,-73.960192,40.736683,1,19.59,0.5,0.5,2.11,0.0,0.3,23.0
2,2015-01-26 13:38:00,2015-01-26 14:38:00,3,9.48,-73.999812,40.718993,1,N,-73.986831,40.715702,1,26.57,0.0,0.5,5.21,0.0,0.3,32.58
2,2015-01-29 06:11:00,2015-01-29 06:22:00,1,18.46,-74.015497,40.756923,1,N,-74.008552,40.739519,1,55.82,0.0,0.5,5.25,0.0,0.3,61.87
2,2015-01-28 14:30:00,2015-01-28 16:18:00,6,13.45,-73.959554,40.78302,1,Y,-73.949901,40.796125,3,37.0,1.0,0.5,4.44,0.0,0.3,43.24
1,2015-01-25 18:34:00,2015-01-25 19:25:00,2,11.37,-73.964846,40.76285,1,N,-73.955755,40.768201,1,35.84,0.0,0.5,4.02,5.0,0.3,45.66
2,2015-01-08 22:59:00,2015-01-09 00:49:00,1,16.03,-73.967155,40.754878,1,N,-73.986211,40.751427,1,45.9,0.5,0.5,1.91,0.0,0.3,49.11
1,2015-01-23 16:14:00,2015-01-23 17:31:00,6,15.61,-73.982679,40.788592,4,N,-74.00035,40.779083,1,46.38,0.0,0.5,8.79,0.0,0.3,55.97
1,2015-01-30 19:21:00,2015-01-30 19:56:00,4,10.55,-73.907047,40.788164,1,N,-73.922001,40.789345,1,34.11,0.0,0.5,4.93,0.0,0.3,39.84
2,2015-01-07 04:49:00,2015-01-07 05:27:00,2,1.74,-73.903742,40.748421,6,N,-73.91093,40.764687,1,9.87,0.0,0.5,0.8,0.0,0.3,11.47
1,2015-01-02 16:43:00,2015-01-02 18:35:00,4,9.99,-73.914017,40.79482,1,N,-73.896153,40.803872,1,32.0,0.0,0.5,5.1,0.0,0.3,37.9
1,2015-01-15 01:35:00,2015-01-15 03:20:00,2,15.12,-73.945359,40.754008,1,N,-73.926541,40.738503,1,45.07,0.0,0.5,7.54,0.0,0.3,53.41
2,2015-01-17 11:44:00,2015-01-17 11:58:00,1,8.08,-73.935282,40.723821,1,N,-73.916763,40.728128,5,24.63,0.5,0.5,0.18,0.0,0.3,26.11
1,2015-01-04 03:27:00,2015-01-04 04:28:00,4,18.5,-73.986479,40.734887,1,N,-73.972292,40.740109,2,48.32,0.0,0.5,5.19,0.0,0.3,54.31
2,2015-01-04 10:28:00,2015-01-04 11:38:00,3,18.2,-73.904826,40.767616,1,N,-73.890491,40.75692,1,52.8,0.0,0.5,2.33,5.0,0.3,60.93
1,2015-01-19 05:42:00,2015-01-19 06:15:00,5,12.66,-74.012639,40.771456,1,N,-73.993468,40.779311,1,41.35,0.0,0.5,6.15,0.0,0.3,48.3
1,2015-01-01 12:36:00,2015-01-01 14:04:00,6,1.0,-73.984648,40.725871,1,N,-73.995042,40.718811,1,5.36,0.0,0.5,0.17,0.0,0.3,6.33
2,2015-01-20 20:12:00,2015-01-20 21:57:00,4,11.22,-73.979062,40.774751,1,N,-73.966038,40.757152,1,32.57,1.0,0.5,3.28,0.0,0.3,37.65
2,2015-01-02 14:21:00,2015-01-02 15:39:00,5,9.68,-73.939702,40.74103,1,N,-73.947635,40.736391,2,24.69,0.5,0.5,1.34,0.0,0.3,27.33
1,2015-01-28 11:28:00,2015-01-28 12:15:00,1,12.13,-73.950209,40.753348,1,N,-73.965047,40.754822,2,33.98,0.0,0.5,5.91,0.0,0.3,40.69
2,2015-01-13 04:05:00,2015-01-13 05:14:00,3,4.39,-74.007778,40.772849,1,N,-74.001704,40.784029,2,14.7,1.0,0.5,0.84,0.0,0.3,17.34
1,2015-01-12 09:49:00,2015-01-12 10:32:00,2,11.21,-73.967427,40.781779,1,N,-73.963039,40.772014,1,37.33,0.0,0.5,1.69,0.0,0.3,39.82
1,2015-01-06 02:55:00,2015-01-06 04:02:00,2,14.63,-73.960296,40.726308,1,N,-73.962776,40.722658,1,38.46,0.0,0.5,4.01,0.0,0.3,43.27
1,2015-01-30 09:04:00,2015-01-30 09:19:00,5,16.26,-73.952834,40.7359,1,N,-73.943056,40.721979,1,44.54,0.0,0.5,7.19,0.0,0.3,52.53
2,2015-01-24 22:12:00,2015-01-24 23:36:00,1,11.33,-73.943946,40.72532,1,N,-73.951571,40.733085,1,33.6,0.0,0.5,2.36,0.0,0.3,36.76
2,2015-01-20 09:58:00,2015-01-20 11:48:00,2,16.16,-73.993866,40.767704,1,N,-73.981512,40.759492,1,46.03,0.5,0.5,3.49,0.0,0.3,50.82
2,2015-01-02 13:48:00,2015-01-02 13:53:00,1,13.4,-73.908409,40.754508,1,N,-73.89546,40.76879,1,42.53,0.0,0.5,3.72,0.0,0.3,47.05
2,2015-01-05 15:00:00,2015-01-05 16:59:00,6,8.84,-74.010937,40.782758,1,N,-73.992475,40.795049,1,28.06,0.0,0.5,5.24,0.0,0.3,34.1
1,2015-01-04 04:03:00,2015-01-04 05:24:00,2,5.14,-73.906747,40.700383,1,N,-73.892273,40.699467,6,22.24,0.0,0.5,0.33,10.0,0.3,33.37
1,2015-01-25 04:40:00,2015-01-25 05:06:00,1,3.9,-73.957802,40.758735,1,N,-73.959194,40.741262,1,19.37,0.0,0.5,0.25,10.0,0.3,30.42
2,2015-01-30 13:35:00,2015-01-30 14:15:00,6,6.1,-73.946712,40.72643,1,N,-73.934441,40.712707,1,20.37,0.0,0.5,2.4,0.0,0.3,23.57
2,2015-01-01 06:20:00,2015-01-01 07:29:00,4,8.3,-73.948134,40.727441,1,N,-73.951722,40.720759,1,28.53,0.0,0.5,3.93,0.0,0.3,33.26
2,2015-01-28 22:47:00,2015-01-29 00:40:00,3,1.61,-74.008235,40.752682,1,N,-73.99551,40.770998,2,5.14,0.0,0.5,0.18,0.0,0.3,6.12
2,2015-01-31 16:10:00,2015-01-31 16:34:00,1,1.57,-73.923096,40.750868,1,N,-73.91109,40.768154,2,9.27,0.5,0.5,0.43,0.0,0.3,11.0
2,2015-01-10 15:11:00,2015-01-10 15:16:00,2,2.24,-73.9714,40.793154,1,N,-73.976734,40.797919,1,10.7,1.0,0.5,1.96,0.0,0.3,14.46
1,2015-01-10 01:25:00,2015-01-10 01:59:00,6,8.62,-73.910867,40.719362,1,N,-73.893607,40.735699,2,26.03,0.0,0.5,1.7,0.0,0.3,28.53
1,2015-01-30 07:10:00,2015-01-30 08:25:00,4,19.18,-74.011371,40.790901,1,N,-74.024185,40.794023,3,48.72,0.0,0.5,0.81,0.0,0.3,50.33
2,2015-01-22 01:07:00,2015-01-22 02:10:00,5,4.23,-73.967839,40.719284,1,N,-73.974971,40.717903,2,18.25,1.0,0.5,0.76,0.0,0.3,20.81
2,2015-01-16 02:01:00,2015-01-16 03:20:00,1,18.64,-73.96473,40.790076,1,N,-73.984584,40.782878,1,50.42,0.0,0.5,2.01,0.0,0.3,53.23
2,2015-01-31 02:02:00,2015-01-31 03:54:00,6,16.14,-74.013718,40.723098,1,N,-74.025696,40.711712,1,48.86,0.0,0.5,3.71,5.0,0.3,58.37
2,2015-01-08 05:46:00,2015-01-08 07:24:00,3,4.6,-73.907871,40.704846,1,N,-73.901905,40.712769,1,17.16,0.0,0.5,0.32,0.0,0.3,18.28
2,2015-01-19 23:18:00,2015-01-20 01:15:00,5,15.44,-73.962979,40.731726,1,N,-73.956059,40.713604,1,43.59,0.5,0.5,1.19,0.0,0.3,46.08
2,2015-01-27 14:47:00,2015-01-27 15:07:00,4,9.21,-73.929673,40.747377,1,N,-73.922581,40.755483,3,23.1,0.0,0.5,1.85,10.0,0.3,35.75
2,2015-01-15 17:27:00,2015-01-15 17:54:00,2,13.38,-73.918893,40.736218,1,N,-73.92236,40.738083,1,38.16,0.5,0.5,6.32,0.0,0.3,45.78
1,2015-01-25 18:01:00,2015-01-25 18:27:00,5,16.78,-73.955607,40.793482,1,N,-73.969312,40.774725,2,50.38,0.0,0.5,2.42,0.0,0.3,53.6
1,2015-01-14 03:17:00,2015-01-14 05:12:00,1,7.24,-73.939956,40.791158,1,N,-73.929285,40.785183,1,24.31,0.0,0.5,0.0,0.0,0.3,25.11
1,2015-01-20 04:02:00,2015-01-20 05:19:00,1,4.23,-73.923291,40.727967,1,N,-73.907524,40.717094,2,15.63,0.0,0.5,2.68,0.0,0.3,19.11
1,2015-01-23 12:14:00,2015-01-23 13:01:00,2,0.56,-73.932076,40.761688,1,N,-73.933907,40.776226,2,2.5,1.0,0.5,0.08,5.0,0.3,9.38
1,2015-01-25 11:20:00,2015-01-25 11:49:00,4,18.69,-73.959307,40.701799,1,N,-73.973887,40.699702,2,47.51,0.0,0.5,4.44,0.0,0.3,52.75
1,2015-01-30 17:15:00,2015-01-30 17:52:00,2,8.38,-73.965385,40.755591,1,N,-73.960033,40.753593,1,25.55,0.0,0.5,1.24,5.0,0.3,32.59
2,2015-01-23 16:07:00,2015-01-23 17:43:00,1,4.82,-74.017666,40.797296,1,N,-74.024242,40.8079,1,20.1,0.0,0.5,2.61,0.0,0.3,23.51
